repo_id,name,full_name,owner,stars,created_at,pushed_at,html_url,default_branch,description,archived,size_kb,engine
944299122,Learn-Snakemake,seanpm2001/Learn-Snakemake,seanpm2001,6,2025-03-07T05:34:47+00:00,2025-03-07T06:39:49+00:00,https://github.com/seanpm2001/Learn-Snakemake,Learn-Snakemake_Main-dev,"📚️ A repository for showcasing my knowledge of the Snakemake programming language, and continuing to learn the language. ",false,271,snakemake
944299739,SNU_2D_ProgrammingTools_IDE_Snakemake,seanpm2001/SNU_2D_ProgrammingTools_IDE_Snakemake,seanpm2001,6,2025-03-07T05:36:31+00:00,2025-03-07T06:41:30+00:00,https://github.com/seanpm2001/SNU_2D_ProgrammingTools_IDE_Snakemake,SNU_2D_ProgrammingTools_IDE_Snakemake_Main-dev,⌨️ The Snakemake programming language IDE submodule for SNU Programming Tools (2D Mode),false,280,snakemake
128196921,sv-gen,GooglingTheCancerGenome/sv-gen,GooglingTheCancerGenome,7,2018-04-05T11:31:25+00:00,2025-02-14T15:57:46+00:00,https://github.com/GooglingTheCancerGenome/sv-gen,master,Snakemake-based workflow for generating artificial genomes with structural variants,false,23586,snakemake
459800775,metavirs,OpenOmics/metavirs,OpenOmics,6,2022-02-16T00:45:54+00:00,2025-03-17T15:43:15+00:00,https://github.com/OpenOmics/metavirs,main,Viral Metagenomics Assembly and Annotation Pipeline,false,712,snakemake
832102875,snakemake-bacterial-riboseq,MPUSP/snakemake-bacterial-riboseq,MPUSP,5,2024-07-22T11:06:11+00:00,2026-02-12T12:43:26+00:00,https://github.com/MPUSP/snakemake-bacterial-riboseq,main,Bacterial-Riboseq: A Snakemake workflow for the analysis of riboseq data in bacteria.,false,1274,snakemake
460907866,metamorph,OpenOmics/metamorph,OpenOmics,5,2022-02-18T15:36:36+00:00,2025-09-12T16:28:21+00:00,https://github.com/OpenOmics/metamorph,main,Metagenomics and Metatranscriptomics pipeline,false,9201,snakemake
107568078,cookiecutter-reproducible-research,timtroendle/cookiecutter-reproducible-research,timtroendle,37,2017-10-19T15:57:01+00:00,2025-07-14T12:12:13+00:00,https://github.com/timtroendle/cookiecutter-reproducible-research,main,"A cookiecutter template for reproducible research projects using Python, Snakemake, and Pandoc.",false,107,snakemake
256166004,VesselExpress,RUB-Bioinf/VesselExpress,RUB-Bioinf,53,2020-04-16T09:16:05+00:00,2024-06-06T11:24:58+00:00,https://github.com/RUB-Bioinf/VesselExpress,master,🔬🖥 Automated Blood Vasculature Analysis of 3D Light-Sheet Image Volumes,false,56180,snakemake
142396705,zAMP,metagenlab/zAMP,metagenlab,9,2018-07-26T06:11:38+00:00,2026-02-05T10:12:08+00:00,https://github.com/metagenlab/zAMP,master,"zAMP is a bioinformatic pipeline designed for convenient, reproducible and scalable amplicon-based metagenomics",false,207649,snakemake
197674437,varCA,mcvickerlab/varCA,mcvickerlab,23,2019-07-19T00:29:55+00:00,2025-05-14T22:25:25+00:00,https://github.com/mcvickerlab/varCA,master,Use an ensemble of variant callers to call variants from ATAC-seq data,false,366,snakemake
356403307,GEMSCAN,NCI-CGR/GEMSCAN,NCI-CGR,8,2021-04-09T21:34:14+00:00,2026-01-26T20:52:11+00:00,https://github.com/NCI-CGR/GEMSCAN,main,"Joint variant calling with GATK4 HaplotypeCaller, Google DeepVariant 1.0.0 and Strelka2, coordinated via Snakemake.",false,18235,snakemake
578197150,snakemake-ms-proteomics,MPUSP/snakemake-ms-proteomics,MPUSP,13,2022-12-14T13:39:47+00:00,2025-01-30T14:06:23+00:00,https://github.com/MPUSP/snakemake-ms-proteomics,main,Pipeline for automatic processing and quality control of mass spectrometry data,false,1446,snakemake
342518944,zarp-cli,zavolanlab/zarp-cli,zavolanlab,6,2021-02-26T09:01:18+00:00,2025-08-26T11:13:20+00:00,https://github.com/zavolanlab/zarp-cli,dev,A user-friendly command-line interface for the ZARP RNA-seq analysis workflow,false,44969,snakemake
